pid,page,language,transcription
obj10,8,qu,"_**ARARIWA**_

**pirwayani**

Pirwayani yana phuyu Pirwayani yana phuyu warma yanay pakaq masiy warma yanay pakaq masiy... Kuqantawan pakayaay kunantawan yanapariway: runaq siminsi rawrawashan, runaq siminsi ruphawashña. Orqo patapi Pukuy pukuycha, orqu patapi pukuy pukuycha, imallamantas qanri waqanki, hayk’allamantas qanri suyunki. Ñuqachu kanki waqanaykipaq, ñuqachu kanki llakinaykipaq. runaq llaqtanpi rikukuspay, mana mamayuq, mana taytayuq... Ñuqachu kanki suyunaykipaq. ñuqachu kanki llakinaykipaq, runaq wasinpi, runaq llaqtanpi, mana pinniyuq, mana mayniyuq. (Llaqtaq takin).

**harawi**

Ama, P'isqo mikhuychu, Tuyallay, tuyallay, Nust'allaypa chajranta, Tuyallay, tuyallay, manan hina tukuychu Tuyallay, tuyallay, hillurinan saranta, Tuyallay, tuyallay, paraqaymi rurunnin, Tuyallay, tuyallay, ancha k’arpi murirpas, Tuyallay, tuyallayñujñurajmi ukhunri, Tuyallay, tuyallay, q’eqeraqmi raphinpas, Tuyallay, tuyalla warak’ana hilluta Tuyallay, tuyallay pupasqaykin qantapas, Tuyallay, tuyallay, kuchusaqmi silluyta, Tuyallay, tuyallay, hap’isqaykin qantapas Tuyallay, tuyallay p’iskakata watukuy Tuyallay, tuyallay sunqollanta tapukuy Tuyallay, tuyallay Phuruntaraq mashkhariy Tuyallay, tuyallay huj ruruta chajchajtin Tuyalllay, tuyallay hinataqmi rikunki Tuyallay, tuyallay hujllallapas chinkaqtin ruyallay, tuyallay. (Jesús Laraq qelqanmanta).

**hanaq pachaman atuq risqanmanta**

Huj atuqsi kasqa, sapa raymipi rikhuriqsi kasqa, sapa sawanakuymansi payqa maymantapas chayaykamuq; ñas hina riqsesqaña chay Atuq kasqa. Chay Atuqmansi Hanaq Pachapin ancha k hatauknu. Raymi kanqay niapa willaykusqaku, maymanpas, mushkhipakuspas chayaq chayqa, maymanpas mikhupakuqsi chayaq chayqa, maymanpas ujyapakuqsi chayaq chayqa; hanaq pachatan risaq, nispas niykusqa. Chay Hanaq Pacha chayanaypaqtaqmi Kuntur aparukuwanqa, rinaypunin, rinaypunin, rispas Kuntur mashkhaq risqa.. Chayqa orgo patanta purispas, aycha mikhuq suwa masinta mashkhaq purisqa. Kharu orqopis Kuntur tiyaqi, hinaspa sasa puriyta purispa, q’esanpi oqllashaqta tarirusqa. Chayqa, allinpi uywasqa runahinas, hina munayta napaykusqa: —Pankama, ancha ashkhata k’umuykuspan napaykuyki, tukuy sunqoywanmi napaykuyki, hinaspataq wiraqucha Kuntur, hanaq phalaq Kuntur wiraquchay, ñuqa hina puriq masiy wiraquchay; mañakuqniyki hamushani. Upallallataq Kuntur uyarisqa chayqa, hinata Atuq yapaykusqa: —Hanaq Pachapin ancha hatun Raymi kanqa, hinaspataq charanguy waqachinaypaq minkakuwanku hanaqpi tiyaqkuna. Manataq manan niyta yachanichu chayqa, q’eperikuwanaykipaqmi hamushani, aparukuwanaykipaqmi mañakuqniyki achhuykamuyki. —Allinmi Atuq wiraqucha, allinmi wayqey -Nispas Kuntur nisqa. —Ancha ashkhatataq manukuyki, manuykitaq kani chayqa, qaynamanta pachataq manuyki rikhurini chayqa, tukuy sunquywanmi manakuwasqaykita ruwasaq Nispas Kuntur kutichisqa. —Ichaqa nishu wirataq kashanki chayqa, iskay uña llamachakunawancha kutichipuwankiman, nishu wirataq kashanki chayqa, sasa q’epiycha

qanga kashanki Hinatas Kuntun nisqa. Atuqñataqsi, ancha kusisqallaña, hinata niykusqa: —Manacha iskayllachu kanqa, tawañuñushagraq llamachakunawancha kutichipusayki, hinatan ñuqa qanwayqeyta kutichisaq - Chayqa paqarin pacha illariyta chusananchispaqmi hamusaq, paqarinkamaya Kuntun Wiraquchay Nispa niykuspas Atuq wasinman ripukapusqa. Pagaristinmansi, Atuq charanguchanta q'epiykukuspa, i kuntupa wasinamn chayaykusqa. Ñas Kuntunsuyashasqaña, hinaspa napaykuqtin hina, aqnata niykusqa: —Wasayman wichay, hinaspa allin, allinta hap’ipakuy, chakiykiwan, makiykiwan ima marq ariwaspa hapipakuy, charanguykitataq, kiruykikunawan hap’iy -nispa nisqa. Chayqa ninakusqankuman hinas, Kuntur phalayta qallarisqa, Atuq q’epeykusqa. Atuq qhawarikuqtinsi, urapanpapi sach’akunata, orqokunata ima saqesqaku; phuyuntakamas iskayninkupas chinkayusqaku, manaña uraypi ima qhawayta atispaña, ashkhataña phawaspanku, Hanaq Pachaman chayasqaku, hinaspa Atuq urayrukuspa, Hanaq Pachaq punkunta takapayasqa. Ashchata suyashaqtinkus, punku kicharikusqa, hinaspa machulacha lluqsisqa, utispanraqsiPunku Qhawaq machulacha qhawaykusqa hina watukuq wiraquchakunata. Manas haykaqpas iñisqachu, chaykama watukuqkuna chayanankupaq, hinaspas hinata tapuykusqa: —Wiraquchakuna, imataq kaykamarihamuchsunkichis, imamantaq chayaanari nanaia npmiananta kay hanaq kamari hamurankichisri—Punku qhawaq wiraquchay, ancha misk'i takiqmi kani, hinaspataq ancha allinta charanquchayta waqachini; chay ayku laaykama chayayiamuni. kaypi tiyaq nunakunata kusirichinaypaq, kaypi nunakuta q ochurichinaypaq. Hinatas Atuq, Hañaq Pacha punku

qhawaqta nisqa. Hina nisqantaq chay wiraquchaman asirichisqa, hinaspa Hanaq Pachaman haykuchisqa. xTakiq nunakunaq ñawpaqninmansi risqaku, hinaspa Atuq, paykunaq ñawpaqninpiña wayñuchata charanguchanpi qarqaykusqa, chaywantaqsi, nishutapuni nunakuna asikapusqaku, istawtapunis asikapusqaku. Manataq maypipas pujllapayaqkuna pisinchu chayqa, huj takiq nunas aqhaujyananpaq Atuqta wateqasqa. Astawanraq asikunankupaqsi Atuqta machachisqaku. Atuqñataqsi, ancha puqosqa aqhata malliykuspa macharapusqa, misk'illanas hanaqpi aqha ruwasqanku kasqa, chaywansi astawan Atuqcha macharakapusqa, hinaspa takisqanwan t'aqtipiyaspa tusuykusqa, charangunta qarqaykuspa.s. Kay wayñuchatas machasqanpi takiykusqa: nrachhuriychis Atuq purinanpaq. achhuriychis punchituchay mast'arinaypaq... Hinata takispas, mana Kuntun rimapayasqanta uyarisqachu: —Hakullaña ripukapusun, hakullana kutikapusun nispas Kuntur rimapayasqa; manataq Atuq machasqa kayninpi uyarisqachu, hinaspa amisqaña sapallan Kuntur hanpukusqa, puriq masin Atuqta saqeyapuspa. Paqaristinsi, Atuq rijch’arisqa, hinaspa sapallan chhaychikankaray ichhu panpapi rikukusqa. Charanguchantapas suwarapusqakus. Chaysinishu llakiqtapunis wajyakuyta qallarisqa manapunis pipas uyarisqachu. Wichaytas, uraytas p’itakachaq wayakachaspa. Manapunis pipas uyarinchu. Wichaymanta uraymansi, kaymanta waqmansipitakachaq, chay hatun ichhu panpakunata, mana pita tarispa, mana piwan tupaspa. Ichhullas

chaypi wiñaq, manas imapuwanpas kawsaqchu... Wañuyllataña qhawaspas, wañuyllapiña yuyaymanaspas, ima wañuyraq wañuyniy kanqa, yarqaymanta, ch’akiymanta wañunaypaq, nispas wajyakuq tukuy kallpanwan. Manasichaqa pipas uyarinchu. Hinata unphushaqtinsi, kay ichhumanta washkhata sinp’arusaq, ancha sunitan sinp’arusaq, chaywan urayrukunaypaq, nisqa. Hinaspa ichhumanta ichhumanta washkha sinp’ayta qallarisqa. Tukuruqtinñas, hanaq pachaqpunkunmanta watucharusqa, washkhata kay pachakama choqaykusqa, hinaspa kusisqallaña urayamuyta qallarisqa. —Chay ichhu panpamanta ayqeramuni- nispa. Kushkantaña purishaqtinsi, K'illichuwan tuparusqa, Chay K'illichus, pujllakachaspa, raphranwan Atuqpa senqanta siqsichisqa. Muyuyuspa K'illuchu phalaykusqa, hinaspa aqnata tapykusqa: —Chayri wayqechay, imaynan Hanaq Pacha kasqa ¬ Chaymansi Atuq hinata kutichisqa: —Hayk’aqmanta pachataq hina millay senqayuq uywari, wiraquchaq wayqechan karunqa. K'illichuñataq, phiñarikusqa, hinata niykusqa: —Hayk’aqmanta pachataq wallpasuwakunari, wiraquchakunari kanku. Imaynas qan, Añaspa asnaq masin; hanaq phawaq K'illichuwan wayqechakunman. Qan hinachu Hanaq Pachata tullu khashkaq rishaniri. Chaywansi nishuta Atuq phiñarikusqa, hinaspa nishu millaytapuni k amirusqa K'illichuchata. ChaymansiK'illichu, aswantaraq phiñarikuspa washkha k’utuyta qallarisqa. Astawansi Atuq kamiq, astawanraqtaqsi, astawanraq k illichu washkhata k’utusqa. Astawansi Atuq. ""Yaw q’ewe senqa, yaw allachu senqa , Ama washkhachayta k’utupuwaychu, nispas k’amisqa. Chayqa, washkha, Killichuq k’utusqanwan t'ipikapusqa, hinaspa Atuq usqhayllata urmayuyta qallarisqa. —Llijllachaykichista churaykuwaychis, millmachata churaykuwaychisNispa Atuq qaparikusqa. Manataq pipas uyarisqachu chayqa, panpañi ñut'urikuspa ch’eqeresqa. Hinatas Atuq wañukapusqa...

**wawaki**

Awkikuna Qoyllur kaspari, ari! tutalla k’anchanki ari! inti rawraypiqa ari! yanqata mashkhayki, Ari! Ñust'akuna Qoyllur kani chayqa, mana! kichay sunqoykita, mana!.. inti rawraqtinri, mana! wisq’ay wasiykita, mana! Awkikuna"" Killa p’unchayllapi, ari! Wajyapayawanki, ari! qayllaykukuqtiyri ari! rit'iman tukunki. ari! Ñust'akuna"" Wajyapayaqtiyri. mana! chhaskimuy sinchita, mana! rit'i tikuqtiyri mana! hich’ay ninaykita mana! Awkikuna Ninay lluphiqtinri, ari! musqoychu, wayrachu, ari! uteqachu kanki, ari! Ñust'akuna Chhulla kani chayri, mana! apamuy siphraykita mana! uteqapas kasaq mana! qhatillay chakiyta mana.../ (Inkakunaq harawisqanku)"
obj10,9,qu,"9

_**Runa Simi Arwi**_

Cronicawan Lima llaqtapi, pisqa p’unchay Chawa Warki killa 1975 watapi

**Sach’a mallkikunata qelqa raphiman tukuchispa**

Ichapascha yuyay yachanapaq, manta wasichakunanviawan yaqa pisqa hunu millas cuadradasta allpamanta hunt'anku. na mast'arinku hatunkaray chinpakunata Kay ruphay sach’akuqa, tiyananpag, chaynata kananpag churaswaranqa watakunapi teqsimuyug sach’akutapuwan. Runaqa waranqa tralpi, Indonesia suyuBrasipi, Africa Cennapi sach’akunan Canada suyuntakama rikullantaq Unión Somast'arikunku, mast'aFinlandiapa hatunkaviética, chaymanta ray chinpankuna, chaymanta Escandinallank'aspa, chay mamapachaq haywarisqanta tun nordico llaqtakuorqonanpaq. Chay hamun imaynatas materias primasta yunkapi sapa kaynin rikhurinrunamantaqa yachay

Hinatan sach’akunamanta mit'ali raphikunata ruwanku.

llinsata chaymanta gasta, chaymanta pepaq hap’illasqataq. Kunan pachataqmi, k'i

_Kay hinan_ _ukhunchispi_ _k’uykakuna_

pino sachamanta ruciada, chapas chaywasqata; madera termaymana sach’akunamanta, phuspuruta itachiqkunata, kaskachaymanta rayon, plasticos, chaymanta phapakunata, hawinakunata ima. Chaymanta wanchis ashkha misk'imanta guicerinamanchaymanta alcoholtata acidos grasosmanta, wan. Chaymanta alcornoque sachamanta trementina, utaq resina corcho. ruwakuyta, kurkuqa hunt'achichaymanta materiales plasticoskunawan.; kurkuq llank’ayninkuTichataqmi wakin. wantaraq munan imayqa runaqa, sach’ata asna pisipaqtinkuqa ichamanapaq, mana hayk’aqrurukunapi, chayman yapaspa celuloideta, chaymanta celulosicos dustria quimicapi, toneladas kurkun sunqonta huntakun insapa watanmi, hunu pas ruwasqan hina. khurimuqtin k’ulluta aswan pisitaraq wasiHinallatataq tiyanakuchakuypaq hap’ikusqa. na llank'anapaqpas. Aswancha nisunman mi choqekunawan, k’ulluqa atipachikunrunaqa pisillataña k’ulluta kanan. pachaj pamusuq ruwaykuna richaj wata puriypin, gia atomicatawan makinpi hap’isqanmanta, chaymanta chay enertrolluta k’anchayta,

takuna. Qelqana raphi rurinan astawanqa rurude Norte Americawan, kay iskaynin llaqtakuchinku. Chaymanta qatinku escandinavos kay Unión Soviética, chaymanta Japón llaqllaqtakuna, Finlandia, manta Estados Unidos shanku Canada, chaychiq llaqtakunan kariodicokunapagrevistananmi ichaga, yaqa tukuy llapan wakin pekunapaq sach’aq sunqollamantan ruwakun, may kutinpitag tinkumayukunaq sispanpi, patanpi sach’akunata chaynapin qochakunaq wanphupi apamunku chinku ancha phawaq kutanakunataq hatariwan, chaymanta huj chikun pisi pisi caolinruwanakunawan; papelBagdad suyuman qa raphi llank’ayqa chisman tukuran. Qelta España llaqtaman mast'arikuran Arabe kamachiypi, chaymanchayaran chaymanta chinchay suyuman. qana raphikuna. Kunan, thanta p’achallamanta ruwakuran qelAshkha pachaj watakuruwaranku wijch’usqa rimuran, chay pachaqa qhelli thanta p’achakupacha chulluchispa, namanta, unupi unay chaytaq pulpa nisqanQelqa raphi ruwaytamantaqa.. qa China suyupi qallamanta. Kay llank’ayqa waranqanpin mirararun ñawpaq pachaj wakikin kutanakama.

**RUNA SIMI ARWI No 10**

Imaynatan ruwana: a) Sapanka kastellanu rimaypaqmi, runa simipikinsa simi kan. siqala nna smi, lama aatasrta charayaa ppana tasta b) Kutichiqman hina sapanka yupanatá llinp’iy:"
obj10,10,qu,"**P'acha t'ijraypi warmiq llank'anankuna: Martha Falcon de Mantilla ñanninkuna qhawayninkun**

Mana tukukuymi seqanakuna wichay kayninkuna, ch’in upallasqa kawsaytaq choqehina ch'egeren Centro Civico llank'ana wasita hatarichiq runakunaq p’anayninwan. Mana aypanan pachapas tukupun, was mashkhasqayku hina, sayk’usqaykuman hinaqa ñan tawa seqanataña wicharuyku, manaraqtaqmi qelqasqanta ñawpaqniykupi k’anchachinku COMISION NACIONAL DE LA MUJER PERUANA llank’ana wasi, manan CONAMUP qelqatk’anchachinraqchu. Huj llank’aq runata tapurikuyku, hinaspa manaraq asipaywashaqtin, pantankichismi nispa niwanku. Ascensor seqanaqa hujniraymi, mana pujllakachaspan apawanchis, kikin Martha Falcón de Mantilla ñawpaqninman, paymi CONAMUPmasichaymanta secretarian. Ñapaykuykuna chayamuqtintaq, chayraq ñoqaykuqa, imatataq tapusunchis nispa tapurikuyku. Thantayasqa punku hinan thanta tapukuykuna kashanku, lliw panpakunapas riqsisqaña, mana ima niq tapukuykuna. Kashantaqmi osqollukuq tapukuykuna chhaychika kuti tapupayakuqtinku. CRONICAWAN mit'alipi llank’aqkuna huq nirayta munay ku, llaqtanchis ukhunpi hawikuna hinanatan chay tapuykunata munayku. Chikachallan asiriytan, Martha Falcón de Mantilla, asirikun, ch’in kaymi kashan, ukha qhawaywanmi qhawariwanku, hinaspataq tantanakuykuna wasiman haykunaykupaq anqosawanku. Chay wasiq ajnu pullisqa kaqninmi, llank'anapi kallpachawanku. Maychika kutirimariyninwan, Martha Falcón de Mantilla sumag sunqo awqayta qawarin, sumaq rimaynin wan. Phutu orqoqtaq makinanta purichinña, ñuqaykutaq qallariypi thunkispa pullkankakuyku, manan paypuwanpas chay ch'in kayta munachu, manallataqmi ñuqaykupas munaykuchu, ichaqa imaynallapas qallariran. Taripaypi chaymanta utisparaq Huj tuytan Martha Falcón de Mantilla upallan, ch’in kaynin hinan ñawinkuna k’anchapukun, killkill qochapi tuytushanman hinaraq makinkunata kutirichiyman ñawparichi: —San Martín de Porrestan astawanqa munani Warmi kay sayayninmantaq achhuykuni, ullpuykaynintan qhawapayani, manan qasi tiyayninllatachu, ruwasqantan, kirawnanpa wajchakayninta, kawsasqanmanta hatun kayninta, mana yupana sapan kayninta. Llaqta masiytan qhawapayani, usnukunakama wichaq yana runata. Santu runakunapas sapalla kaytaqa jachan kun, harawikukuna hina, mana kaqkunat mashkhaqkuna hina, Juan de Porres brugales nisqa churinsi, huj p’ukullamanta mikhuchisqa,

alqota, chaymanta hukhuchata, michitawan, hinatan ninku. ua Hujmantan tapurikuyku, yayayniyku chay kharu misk'ikinaman apawashaqtinkuraq. (MAYQENTAN ASTAWAN MUNANKI, SAN FRANCISCO DE ASISMANTA, SAN IGNACIO DE LOYOLAMANTAWAN? —San Franciskutan astawanqa munani. IMARAYKU —Aswan ullpusqatan rikuni, wajchakaymanta, chaymanta santukaypi aswan puqosqatan rikuni. SAN IGNACIUTARI IMAYNATATAQ QHAWANKI. -Manaraqmi riqsiniraqchu, chaninllamanta phiñakuyniyugmi kanman karan, k’irkun kanman karan, chiqaqkaymanta hunt'asqa, chaymanta yuyayniyuqwan hunt’asqa; ñuqapaqqa San Ignaciuqa nishu hanyaymi, chaymantataq musuq riqsiypunitaqmi. Hina kachun. Payllapi iñiymi warmiq qhapaq kayninqa Uywakunapi puriq runakunaq willayninpiraq mi, Apukunaq qhepa kaynillanpi warmikuna kashaqtinku, aswan musphaq haran harawikuna mantapas, ajnu pullisqa rimaykunaq ukhunpiraq mi, karan, unaypaqtaq kallashantaq, chinkan chiqmi, warmikuna mana riqsiy atiymanta Guzmán de Alfareche runa nisqan hina. imataña cheqaqayaspa nikunman chaypas ima kaqmantapas, warmiqa sunqoq hallisqanmi i, kay mana ima ruwaq p’unchaykunapi, man riqsisqa ruwaykuna p’unchaykunapi, pacha p’iaa tuwasqanchismi warmikunaqa, manan ""warmi watan"" kasqan raykuchu, cheqaq chaninchakus qanmanta hinaspa paykunata sut'ichasqanchia manta, kaqninkuna hunt'akusqa, rayku, unn llaqtanchis pata masichakuykunapi. Ichaqa haku ñawpaqninmanta: q aa (SENORA MARTHA, HAYK'AQTAC CHAY WARMI T'AQAYRI QALLARIRAN? Manan yachanichu, runa masichakuqtinchua hina kanman karan, qhari llank’aq kallpanwan ayllun kawsachinanpaq yanapurikuqtincha karan, hinaspataq, awqanakuypi maiya auman paq. Warmi t'ustuymi qallariran aswan cnanun paqarimuqtin.. Imaynatan chay t'aqayta warmikuna qhawanku —Lliwmi atilchakama kanchis, Wamink’a kamachiqninchis wajyariwasqanchismanta pacha

aswan atilchan kanchis; warmikuna pisinpi utaq ashkhanpi t'aqasqan kayku. Kashanraqmi runa kuna mana atiyniyuqta hina warmikunta qhawariwaqkuna, mana imaymana llank’aykunapaq atiyniyuq kaykuman hina (chaytan prefesiones nispa castellano simipi ninchis) Ichaga pacha tiyasqanchismi puririshanmi, hinamantaq qaynpacha usphakuna kawsashankuraqmi Huj tuyllan yuyaymanayku. Way Sor Juana Inés de la Cruz, ""waq’a runakuna, yanqallan manta warmikuna ch’ataq...""Martha Falcón qoyataq tatichiwanchis, rimarinanpaq: —Chanillantaqmi, riqsiyqa kay mit'a purisqanchisqa, huq mit'amanmi puririnqa, qharitiqsinpi masichasqa llaqtakunan llallichikushaq integracion sutiwan riqsisqa masichakuyman mana thunkiytan purishanchis, llank'anaqa, chaymanta warmikunapa hark’asqa kusikuym ch’usaqyashanña. Nishu llakiraqmi awqatinkuy warmikunapaqqa, qaynamanta aswanraqmi, kaqninchista riqsiyku. Kay quchakuna, atitaphyawatakunapin, warmiq qhapaq kayninmi payllapi iñiypin kashan. Imaynan sunqona warmi kanan —Hina munana warmiqa manan kanchu, llapa warmikunaq munaynin yapaykullaymi. Imaña kaqtinpis yuyaymanani, munana warmina kanan, mana hayk’aqpas warmi kayninta chinkachiq warmin, qhariwan kushka awqaqmi, mana payllapi musphaq, aswansi kanman lliw llaqtanpi musphaq, khuyapayachikuq yachay warmi, mana kayta yachaq warmi, qoya kayta yachaq warmi, chaymanta qosanpa khunpa kayta yachaq warmi, chaymanta atilcha kayta yachaq warmi. Wajcha llaqtakuna, kinsa pachapi tiyaq llaqtakunaq warminmi munanaqa kanku, chay warmikunan awqanku hinaspa kawsanku llapallan, runapaq pacha khuyay kananpaq."" Narypaqtaqa sumaqllataraq, nujcnu wayra ninallataraq, punusqa mayu hinanataraq; llaqtaymanta qunnaaq wayrataq rinriypi taiyarin chay rimaykunawan, ""muchurinaypaq qanllan huchayuq kanki kaupuliñawi kuskeñita..."". Ruphaywanmi riman, Martha Falcón de mantilla, ninakushanman hinan riman, sapanka rimaynin uqariqtinmi rumita hina samanpan, yuyaynikunatan saphinchan, hanaqpi makinwan churayta munanman hinaraq. Rimananpaqmi Martha Falcón rimarin, yuyayninkuna tarpunanpaq, pukara hinan rimarisqan uqarikun, tapusqaykutaq thinkin, ichaqa hinatan purishayku: -MAYQEN TUYTAQ KAWASQAYKIMANTA ASWAN HANAQMAN APASURANKI —Mama kaymi. -HAYK'A KUTAQRI —Kinsa wawayuqmi kani. Ww'ARMACHALLARAQCHU, WAYNACHU ICHA, ICHATAQCHU ERQELLARAQ

-Wawalaraqmi kanku, ñuqapa qhapaq kayniy. Graco runakunaq mamantan yuyaPacha t'ijray cha manta sumaq kaymana kharuncha llank'anakuna Astawanraqmi rimasqayku kallpa Wach’irinkun rimaykuna, tapuykun urmanku, ñaraq sayarinku, riri hinaraqtaq kutichiykuna puririnku. hinaraqtaq Martha Falcón piK’anchay awqaymi ñuqaykunyaspa chiwanku. SUMAQ KAY PISIYAAANK YAPAKUSHANCHU, ICHATAQCHI KUNAQ KAQNINKUNATA KAKUN. ra —Sumaq kayqa llanlla nunan wankayninpi, hinan ñuqapaqqa Sumaq ch’usaq p’uyñu hinallan, mana isumaq kayqa, manan achalaw kaychu-ALLIN KAYCHU SUMAQ PURIRICHIN —Manapascha hinachu kanmahunt’achiqninmi, hujninqa mana maskushka ruwayllan. Manan anraykullachu, manan kusikuykuna warmikunaqa sumaq kanku, yu

_Ruphaywanmi riman Martha Falcón de Mantilla._"
obj10,11,qu,No transcription available. / No hay transcripción disponible.
obj10,12,qu,No transcription available. / No hay transcripción disponible.
obj10,13,qu,"**QASI TIYAY T'IKANANPAQ**

Paymi makinwan, llaqtanchista ñawpachishan.

Hanaqmanta pachan llaqtanchis qhawashanku

Qasi tiyaytan kharu llaqtapi qhawanku

Hina qhawaswaqa, kusi tiyaytan tiyasun

Phuyutapas kallpanqa suyunraqmi..."
obj11,1,en,nan
obj11,2,en,nan
obj11,3,en,nan
obj11,4,en,nan
obj11,5,en,nan
obj11,6,en,nan
obj11,7,en,nan
obj11,8,en,nan
obj11,9,en,nan
obj11,10,en,nan
obj11,11,en,nan
obj11,12,en,nan
obj11,13,en,nan
obj11,14,en,nan
obj11,1,es,nan
obj11,2,es,nan
obj11,3,es,nan
obj11,4,es,nan
obj11,5,es,nan
obj11,6,es,nan
obj11,7,es,nan
obj11,8,es,nan
obj11,9,es,nan
obj11,10,es,nan
obj11,11,es,nan
obj11,12,es,nan
obj11,13,es,nan
obj11,14,es,nan
obj11,1,qu,"Umalliq

Luis Gonzales Posada

_**CRONICAWAN**_

REVOLUSIUNPA RIMAYNIN

Lima , chunka iskayniyuq, chunka isqonniyuq p'unchaykama Chawa Warki Killa 1975

Mit'alipi llank'ana ""LA CRONICA""

Umalliq, qelqana wasi

Andahuaylas k'ijllupi 1472 Lima llaqtapi

Tiyanan: Paseo de la Republica

291 yupanayuq isqon ñiqe patapi Tel: 283460

Editorial Viru S.A. ruwasqan

_**BAYOVAR**_

_**APU THASKIYWAN**_"
